source,target,reaction,weight
s_3291[h],s_3297[h],r_2776,1
s_3291[h],s_3317[h],r_2776,1
s_3291[h],s_3317[h],r_2778,1
s_3317[h],s_3291[h],r_2777,1
s_3317[h],s_3291[h],r_2779,1
s_3317[h],s_3305[h],r_2777,1
s_3317[h],s_3307[h],r_2779,1
s_3259[h],s_3292[h],r_2780,1
s_3259[h],s_3292[h],r_2781,1
s_3259[h],s_3296[h],r_2780,1
s_3259[h],s_3298[h],r_2781,1
s_3292[h],s_3259[h],r_2782,1
s_3292[h],s_3259[h],r_2783,1
s_3292[h],s_3301[h],r_2782,1
s_3292[h],s_3301[h],r_2786,1
s_3292[h],s_3303[h],r_2783,1
s_3292[h],s_3261[h],r_2785,1
s_3292[h],s_3261[h],r_2786,1
s_3292[h],s_3299[h],r_2785,1
s_3261[h],s_3292[h],r_2784,1
s_3261[h],s_3292[h],r_2787,1
s_3261[h],s_3304[h],r_2784,1
s_3261[h],s_3307[h],r_2787,1
s_3293[h],s_3263[h],r_2788,1
s_3293[h],s_3263[h],r_2789,1
s_3293[h],s_3297[h],r_2788,1
s_3293[h],s_3297[h],r_2792,1
s_3293[h],s_3299[h],r_2789,1
s_3293[h],s_3318[h],r_2792,1
s_3293[h],s_3318[h],r_2794,1
s_3293[h],s_3301[h],r_2794,1
s_3263[h],s_3293[h],r_2790,1
s_3263[h],s_3293[h],r_2791,1
s_3263[h],s_3300[h],r_2790,1
s_3263[h],s_3302[h],r_2791,1
s_3318[h],s_3293[h],r_2793,1
s_3318[h],s_3293[h],r_2795,1
s_3318[h],s_3305[h],r_2793,1
s_3318[h],s_3307[h],r_2795,1
s_3294[h],s_3265[h],r_2797,1
s_3294[h],s_3265[h],r_2798,1
s_3294[h],s_3299[h],r_2797,1
s_3294[h],s_3301[h],r_2798,1
s_3294[h],s_3267[h],r_2800,1
s_3294[h],s_3267[h],r_2803,1
s_3294[h],s_3297[h],r_2800,1
s_3294[h],s_3303[h],r_2803,1
s_3295[h],s_3269[h],r_2804,1
s_3295[h],s_3269[h],r_2807,1
s_3295[h],s_3297[h],r_2804,1
s_3295[h],s_3297[h],r_2808,1
s_3295[h],s_3303[h],r_2807,1
s_3295[h],s_3319[h],r_2808,1
s_3319[h],s_3295[h],r_2811,1
s_3319[h],s_3307[h],r_2811,1
s_2967[x],s_3019[x],r_2884,1
s_2967[x],s_3019[x],r_2885,1
s_2967[x],s_3019[x],r_2886,1
s_2967[x],s_3019[x],r_2951,1
s_2967[x],s_3424[x],r_2884,1
s_2967[x],s_3424[x],r_2888,1
s_2967[x],s_3425[x],r_2885,1
s_2967[x],s_3426[x],r_2886,1
s_2967[x],s_3426[x],r_2890,1
s_2967[x],s_3035[x],r_2888,1
s_2967[x],s_3035[x],r_2890,1
s_2967[x],s_3035[x],r_2954,1
s_2967[x],s_3431[x],r_2951,1
s_2967[x],s_3430[x],r_2954,1
s_3019[x],s_2967[x],r_2887,1
s_3019[x],s_2967[x],r_2948,1
s_3019[x],s_2967[x],r_2949,1
s_3019[x],s_2967[x],r_2950,1
s_3019[x],s_3189[x],r_2887,1
s_3019[x],s_3207[x],r_2948,1
s_3019[x],s_3208[x],r_2949,1
s_3019[x],s_3209[x],r_2950,1
s_3424[x],s_2969[x],r_2896,1
s_3424[x],s_3191[x],r_2896,1
s_3424[x],s_3191[x],r_2904,1
s_3424[x],s_3191[x],r_2920,1
s_3424[x],s_3191[x],r_2928,1
s_3424[x],s_2971[x],r_2900,1
s_3424[x],s_2971[x],r_2904,1
s_3424[x],s_3181[x],r_2900,1
s_3424[x],s_3181[x],r_2924,1
s_3424[x],s_3181[x],r_2940,1
s_3424[x],s_2968[x],r_2920,1
s_3424[x],s_2970[x],r_2924,1
s_3424[x],s_2970[x],r_2928,1
s_3424[x],s_2974[x],r_2940,1
s_3181[x],s_3019[x],r_2884,1
s_3181[x],s_3424[x],r_2884,1
s_3181[x],s_3424[x],r_2892,1
s_3181[x],s_3424[x],r_2908,1
s_3181[x],s_3424[x],r_2916,1
s_3181[x],s_3424[x],r_2932,1
s_3181[x],s_3021[x],r_2892,1
s_3181[x],s_3025[x],r_2908,1
s_3181[x],s_3020[x],r_2916,1
s_3181[x],s_3024[x],r_2932,1
s_3425[x],s_2967[x],r_2889,1
s_3425[x],s_3193[x],r_2889,1
s_3425[x],s_3193[x],r_2913,1
s_3425[x],s_3193[x],r_2937,1
s_3425[x],s_3193[x],r_2945,1
s_3425[x],s_2971[x],r_2901,1
s_3425[x],s_3185[x],r_2901,1
s_3425[x],s_3185[x],r_2909,1
s_3425[x],s_3185[x],r_2925,1
s_3425[x],s_3185[x],r_2933,1
s_3425[x],s_2973[x],r_2909,1
s_3425[x],s_2973[x],r_2913,1
s_3425[x],s_2970[x],r_2925,1
s_3425[x],s_2972[x],r_2933,1
s_3425[x],s_2972[x],r_2937,1
s_3425[x],s_2974[x],r_2945,1
s_3426[x],s_2969[x],r_2894,1
s_3426[x],s_3187[x],r_2894,1
s_3426[x],s_3187[x],r_2910,1
s_3426[x],s_3187[x],r_2918,1
s_3426[x],s_3187[x],r_2942,1
s_3426[x],s_2973[x],r_2910,1
s_3426[x],s_2968[x],r_2918,1
s_3426[x],s_2968[x],r_2922,1
s_3426[x],s_3195[x],r_2922,1
s_3426[x],s_3195[x],r_2930,1
s_3426[x],s_3195[x],r_2938,1
s_3426[x],s_2970[x],r_2930,1
s_3426[x],s_2972[x],r_2938,1
s_3426[x],s_2974[x],r_2942,1
s_3187[x],s_3019[x],r_2886,1
s_3187[x],s_3426[x],r_2886,1
s_3187[x],s_3426[x],r_2902,1
s_3187[x],s_3426[x],r_2926,1
s_3187[x],s_3426[x],r_2934,1
s_3187[x],s_3023[x],r_2902,1
s_3187[x],s_3022[x],r_2926,1
s_3187[x],s_3024[x],r_2934,1
s_3427[x],s_2967[x],r_2887,1
s_3427[x],s_2967[x],r_2891,1
s_3427[x],s_3189[x],r_2887,1
s_3427[x],s_3189[x],r_2895,1
s_3427[x],s_3189[x],r_2919,1
s_3427[x],s_3189[x],r_2935,1
s_3427[x],s_3197[x],r_2891,1
s_3427[x],s_3197[x],r_2915,1
s_3427[x],s_3197[x],r_2931,1
s_3427[x],s_3197[x],r_2947,1
s_3427[x],s_2969[x],r_2895,1
s_3427[x],s_2973[x],r_2915,1
s_3427[x],s_2968[x],r_2919,1
s_3427[x],s_2970[x],r_2931,1
s_3427[x],s_2972[x],r_2935,1
s_3427[x],s_2974[x],r_2947,1
s_3189[x],s_3023[x],r_2903,1
s_3189[x],s_3427[x],r_2903,1
s_3189[x],s_3427[x],r_2911,1
s_3189[x],s_3427[x],r_2927,1
s_3189[x],s_3427[x],r_2943,1
s_3189[x],s_3025[x],r_2911,1
s_3189[x],s_3022[x],r_2927,1
s_3189[x],s_3026[x],r_2943,1
s_3035[x],s_2967[x],r_2889,1
s_3035[x],s_2967[x],r_2891,1
s_3035[x],s_2967[x],r_2955,1
s_3035[x],s_3193[x],r_2889,1
s_3035[x],s_3197[x],r_2891,1
s_3035[x],s_3214[x],r_2955,1
s_3193[x],s_3037[x],r_2897,1
s_3193[x],s_3425[x],r_2897,1
s_3193[x],s_3425[x],r_2905,1
s_3193[x],s_3425[x],r_2921,1
s_3193[x],s_3425[x],r_2929,1
s_3193[x],s_3039[x],r_2905,1
s_3193[x],s_3036[x],r_2921,1
s_3193[x],s_3038[x],r_2929,1
s_3195[x],s_3035[x],r_2890,1
s_3195[x],s_3426[x],r_2890,1
s_3195[x],s_3426[x],r_2898,1
s_3195[x],s_3426[x],r_2946,1
s_3195[x],s_3037[x],r_2898,1
s_3195[x],s_3042[x],r_2946,1
s_3197[x],s_3037[x],r_2899,1
s_3197[x],s_3427[x],r_2899,1
s_3197[x],s_3427[x],r_2907,1
s_3197[x],s_3427[x],r_2923,1
s_3197[x],s_3427[x],r_2939,1
s_3197[x],s_3039[x],r_2907,1
s_3197[x],s_3036[x],r_2923,1
s_3197[x],s_3040[x],r_2939,1
s_2969[x],s_3021[x],r_2892,1
s_2969[x],s_3021[x],r_2893,1
s_2969[x],s_3021[x],r_2957,1
s_2969[x],s_3021[x],r_2958,1
s_2969[x],s_3424[x],r_2892,1
s_2969[x],s_3425[x],r_2893,1
s_2969[x],s_3425[x],r_2897,1
s_2969[x],s_3037[x],r_2897,1
s_2969[x],s_3037[x],r_2898,1
s_2969[x],s_3037[x],r_2899,1
s_2969[x],s_3037[x],r_2960,1
s_2969[x],s_3426[x],r_2898,1
s_2969[x],s_3427[x],r_2899,1
s_2969[x],s_3429[x],r_2957,1
s_2969[x],s_3430[x],r_2958,1
s_2969[x],s_3428[x],r_2960,1
s_2969[x],s_3500[c],r_3555,1
s_3021[x],s_2969[x],r_2894,1
s_3021[x],s_2969[x],r_2895,1
s_3021[x],s_2969[x],r_2956,1
s_3021[x],s_2969[x],r_2959,1
s_3021[x],s_3187[x],r_2894,1
s_3021[x],s_3189[x],r_2895,1
s_3021[x],s_3207[x],r_2956,1
s_3021[x],s_3210[x],r_2959,1
s_3021[x],s_3713[x],r_4016,1
s_3021[x],s_3741[c],r_4016,1
s_3037[x],s_2969[x],r_2896,1
s_3037[x],s_2969[x],r_2961,1
s_3037[x],s_2969[x],r_2962,1
s_3037[x],s_2969[x],r_2963,1
s_3037[x],s_3191[x],r_2896,1
s_3037[x],s_3212[x],r_2961,1
s_3037[x],s_3213[x],r_2962,1
s_3037[x],s_3214[x],r_2963,1
s_3023[x],s_2971[x],r_2900,1
s_3023[x],s_2971[x],r_2901,1
s_3023[x],s_2971[x],r_2965,1
s_3023[x],s_2971[x],r_2966,1
s_3023[x],s_3181[x],r_2900,1
s_3023[x],s_3185[x],r_2901,1
s_3023[x],s_3208[x],r_2965,1
s_3023[x],s_3209[x],r_2966,1
s_2971[x],s_3023[x],r_2902,1
s_2971[x],s_3023[x],r_2903,1
s_2971[x],s_3023[x],r_2964,1
s_2971[x],s_3023[x],r_2967,1
s_2971[x],s_3426[x],r_2902,1
s_2971[x],s_3427[x],r_2903,1
s_2971[x],s_3427[x],r_2907,1
s_2971[x],s_3039[x],r_2905,1
s_2971[x],s_3039[x],r_2907,1
s_2971[x],s_3039[x],r_2969,1
s_2971[x],s_3425[x],r_2905,1
s_2971[x],s_3428[x],r_2964,1
s_2971[x],s_3431[x],r_2967,1
s_2971[x],s_3429[x],r_2969,1
s_2971[x],s_3502[c],r_3556,1
s_3039[x],s_2971[x],r_2904,1
s_3039[x],s_2971[x],r_2968,1
s_3039[x],s_2971[x],r_2970,1
s_3039[x],s_3191[x],r_2904,1
s_3039[x],s_3211[x],r_2968,1
s_3039[x],s_3213[x],r_2970,1
s_2973[x],s_3025[x],r_2908,1
s_2973[x],s_3025[x],r_2911,1
s_2973[x],s_3025[x],r_2972,1
s_2973[x],s_3025[x],r_2973,1
s_2973[x],s_3424[x],r_2908,1
s_2973[x],s_3424[x],r_2912,1
s_2973[x],s_3427[x],r_2911,1
s_2973[x],s_3041[x],r_2912,1
s_2973[x],s_3041[x],r_2978,1
s_2973[x],s_3041[x],r_2979,1
s_2973[x],s_3428[x],r_2972,1
s_2973[x],s_3429[x],r_2973,1
s_2973[x],s_3430[x],r_2978,1
s_2973[x],s_3431[x],r_2979,1
s_3025[x],s_2973[x],r_2909,1
s_3025[x],s_2973[x],r_2910,1
s_3025[x],s_2973[x],r_2974,1
s_3025[x],s_2973[x],r_2975,1
s_3025[x],s_3185[x],r_2909,1
s_3025[x],s_3187[x],r_2910,1
s_3025[x],s_3209[x],r_2974,1
s_3025[x],s_3210[x],r_2975,1
s_3041[x],s_2973[x],r_2913,1
s_3041[x],s_2973[x],r_2915,1
s_3041[x],s_2973[x],r_2977,1
s_3041[x],s_3193[x],r_2913,1
s_3041[x],s_3197[x],r_2915,1
s_3041[x],s_3212[x],r_2977,1
s_2968[x],s_3020[x],r_2916,1
s_2968[x],s_3020[x],r_2917,1
s_2968[x],s_3020[x],r_2982,1
s_2968[x],s_3020[x],r_2983,1
s_2968[x],s_3424[x],r_2916,1
s_2968[x],s_3425[x],r_2917,1
s_2968[x],s_3425[x],r_2921,1
s_2968[x],s_3036[x],r_2921,1
s_2968[x],s_3036[x],r_2923,1
s_2968[x],s_3036[x],r_2986,1
s_2968[x],s_3036[x],r_2987,1
s_2968[x],s_3427[x],r_2923,1
s_2968[x],s_3430[x],r_2982,1
s_2968[x],s_3430[x],r_2986,1
s_2968[x],s_3431[x],r_2983,1
s_2968[x],s_3431[x],r_2987,1
s_3020[x],s_2968[x],r_2918,1
s_3020[x],s_2968[x],r_2919,1
s_3020[x],s_2968[x],r_2980,1
s_3020[x],s_2968[x],r_2981,1
s_3020[x],s_3187[x],r_2918,1
s_3020[x],s_3189[x],r_2919,1
s_3020[x],s_3207[x],r_2980,1
s_3020[x],s_3208[x],r_2981,1
s_3036[x],s_2968[x],r_2920,1
s_3036[x],s_2968[x],r_2922,1
s_3036[x],s_2968[x],r_2984,1
s_3036[x],s_2968[x],r_2985,1
s_3036[x],s_3191[x],r_2920,1
s_3036[x],s_3195[x],r_2922,1
s_3036[x],s_3211[x],r_2984,1
s_3036[x],s_3212[x],r_2985,1
s_3022[x],s_2970[x],r_2924,1
s_3022[x],s_2970[x],r_2925,1
s_3022[x],s_2970[x],r_2988,1
s_3022[x],s_3181[x],r_2924,1
s_3022[x],s_3185[x],r_2925,1
s_3022[x],s_3207[x],r_2988,1
s_2970[x],s_3022[x],r_2926,1
s_2970[x],s_3022[x],r_2927,1
s_2970[x],s_3022[x],r_2991,1
s_2970[x],s_3426[x],r_2926,1
s_2970[x],s_3427[x],r_2927,1
s_2970[x],s_3038[x],r_2929,1
s_2970[x],s_3038[x],r_2993,1
s_2970[x],s_3038[x],r_2994,1
s_2970[x],s_3038[x],r_2995,1
s_2970[x],s_3425[x],r_2929,1
s_2970[x],s_3431[x],r_2991,1
s_2970[x],s_3431[x],r_2995,1
s_2970[x],s_3429[x],r_2993,1
s_2970[x],s_3430[x],r_2994,1
s_3038[x],s_2970[x],r_2928,1
s_3038[x],s_2970[x],r_2930,1
s_3038[x],s_2970[x],r_2931,1
s_3038[x],s_2970[x],r_2992,1
s_3038[x],s_3191[x],r_2928,1
s_3038[x],s_3195[x],r_2930,1
s_3038[x],s_3197[x],r_2931,1
s_3038[x],s_3211[x],r_2992,1
s_2972[x],s_3024[x],r_2932,1
s_2972[x],s_3024[x],r_2934,1
s_2972[x],s_3024[x],r_2996,1
s_2972[x],s_3024[x],r_2998,1
s_2972[x],s_3424[x],r_2932,1
s_2972[x],s_3424[x],r_2936,1
s_2972[x],s_3426[x],r_2934,1
s_2972[x],s_3040[x],r_2936,1
s_2972[x],s_3040[x],r_2939,1
s_2972[x],s_3040[x],r_3000,1
s_2972[x],s_3040[x],r_3001,1
s_2972[x],s_3427[x],r_2939,1
s_2972[x],s_3428[x],r_2996,1
s_2972[x],s_3428[x],r_3000,1
s_2972[x],s_3430[x],r_2998,1
s_2972[x],s_3429[x],r_3001,1
s_3024[x],s_2972[x],r_2933,1
s_3024[x],s_2972[x],r_2935,1
s_3024[x],s_2972[x],r_2997,1
s_3024[x],s_2972[x],r_2999,1
s_3024[x],s_3185[x],r_2933,1
s_3024[x],s_3189[x],r_2935,1
s_3024[x],s_3208[x],r_2997,1
s_3024[x],s_3210[x],r_2999,1
s_3040[x],s_2972[x],r_2937,1
s_3040[x],s_2972[x],r_2938,1
s_3040[x],s_2972[x],r_3002,1
s_3040[x],s_2972[x],r_3003,1
s_3040[x],s_3193[x],r_2937,1
s_3040[x],s_3195[x],r_2938,1
s_3040[x],s_3213[x],r_3002,1
s_3040[x],s_3214[x],r_3003,1
s_3026[x],s_2974[x],r_2940,1
s_3026[x],s_2974[x],r_2942,1
s_3026[x],s_2974[x],r_3006,1
s_3026[x],s_2974[x],r_3007,1
s_3026[x],s_3181[x],r_2940,1
s_3026[x],s_3187[x],r_2942,1
s_3026[x],s_3209[x],r_3006,1
s_3026[x],s_3210[x],r_3007,1
s_2974[x],s_3026[x],r_2941,1
s_2974[x],s_3026[x],r_2943,1
s_2974[x],s_3026[x],r_3004,1
s_2974[x],s_3026[x],r_3005,1
s_2974[x],s_3425[x],r_2941,1
s_2974[x],s_3427[x],r_2943,1
s_2974[x],s_3042[x],r_2946,1
s_2974[x],s_3042[x],r_3008,1
s_2974[x],s_3042[x],r_3009,1
s_2974[x],s_3426[x],r_2946,1
s_2974[x],s_3428[x],r_3004,1
s_2974[x],s_3428[x],r_3008,1
s_2974[x],s_3429[x],r_3005,1
s_2974[x],s_3429[x],r_3009,1
s_3042[x],s_2974[x],r_2945,1
s_3042[x],s_2974[x],r_2947,1
s_3042[x],s_2974[x],r_3011,1
s_3042[x],s_3193[x],r_2945,1
s_3042[x],s_3197[x],r_2947,1
s_3042[x],s_3214[x],r_3011,1
s_3428[x],s_2967[x],r_2948,1
s_3428[x],s_3207[x],r_2948,1
s_3428[x],s_3207[x],r_2956,1
s_3428[x],s_3207[x],r_2980,1
s_3428[x],s_3207[x],r_2988,1
s_3428[x],s_2969[x],r_2956,1
s_3428[x],s_2971[x],r_2968,1
s_3428[x],s_3211[x],r_2968,1
s_3428[x],s_3211[x],r_2984,1
s_3428[x],s_3211[x],r_2992,1
s_3428[x],s_2968[x],r_2980,1
s_3428[x],s_2968[x],r_2984,1
s_3428[x],s_2970[x],r_2988,1
s_3428[x],s_2970[x],r_2992,1
s_3207[x],s_3023[x],r_2964,1
s_3207[x],s_3428[x],r_2964,1
s_3207[x],s_3428[x],r_2972,1
s_3207[x],s_3428[x],r_2996,1
s_3207[x],s_3428[x],r_3004,1
s_3207[x],s_3025[x],r_2972,1
s_3207[x],s_3024[x],r_2996,1
s_3207[x],s_3026[x],r_3004,1
s_3207[x],s_3711[x],r_3988,1
s_3207[x],s_3740[c],r_3988,1
s_3207[x],s_3741[c],r_3988,1
s_3429[x],s_2967[x],r_2949,1
s_3429[x],s_3208[x],r_2949,1
s_3429[x],s_3208[x],r_2965,1
s_3429[x],s_3208[x],r_2981,1
s_3429[x],s_3208[x],r_2997,1
s_3429[x],s_2969[x],r_2961,1
s_3429[x],s_3212[x],r_2961,1
s_3429[x],s_3212[x],r_2977,1
s_3429[x],s_3212[x],r_2985,1
s_3429[x],s_2971[x],r_2965,1
s_3429[x],s_2973[x],r_2977,1
s_3429[x],s_2968[x],r_2981,1
s_3429[x],s_2968[x],r_2985,1
s_3429[x],s_2972[x],r_2997,1
s_3430[x],s_2967[x],r_2950,1
s_3430[x],s_3209[x],r_2950,1
s_3430[x],s_3209[x],r_2966,1
s_3430[x],s_3209[x],r_2974,1
s_3430[x],s_3209[x],r_3006,1
s_3430[x],s_2969[x],r_2962,1
s_3430[x],s_3213[x],r_2962,1
s_3430[x],s_3213[x],r_2970,1
s_3430[x],s_3213[x],r_3002,1
s_3430[x],s_2971[x],r_2966,1
s_3430[x],s_2971[x],r_2970,1
s_3430[x],s_2973[x],r_2974,1
s_3430[x],s_2972[x],r_3002,1
s_3430[x],s_2974[x],r_3006,1
s_3209[x],s_3021[x],r_2958,1
s_3209[x],s_3430[x],r_2958,1
s_3209[x],s_3430[x],r_2982,1
s_3209[x],s_3430[x],r_2998,1
s_3209[x],s_3020[x],r_2982,1
s_3209[x],s_3024[x],r_2998,1
s_3209[x],s_3300[h],r_3783,1
s_3431[x],s_2967[x],r_2955,1
s_3431[x],s_3214[x],r_2955,1
s_3431[x],s_3214[x],r_2963,1
s_3431[x],s_3214[x],r_3003,1
s_3431[x],s_3214[x],r_3011,1
s_3431[x],s_2969[x],r_2959,1
s_3431[x],s_2969[x],r_2963,1
s_3431[x],s_3210[x],r_2959,1
s_3431[x],s_3210[x],r_2975,1
s_3431[x],s_3210[x],r_2999,1
s_3431[x],s_3210[x],r_3007,1
s_3431[x],s_2973[x],r_2975,1
s_3431[x],s_2972[x],r_2999,1
s_3431[x],s_2972[x],r_3003,1
s_3431[x],s_2974[x],r_3007,1
s_3431[x],s_2974[x],r_3011,1
s_3210[x],s_3019[x],r_2951,1
s_3210[x],s_3431[x],r_2951,1
s_3210[x],s_3431[x],r_2967,1
s_3210[x],s_3431[x],r_2983,1
s_3210[x],s_3431[x],r_2991,1
s_3210[x],s_3023[x],r_2967,1
s_3210[x],s_3020[x],r_2983,1
s_3210[x],s_3022[x],r_2991,1
s_3213[x],s_3035[x],r_2954,1
s_3213[x],s_3430[x],r_2954,1
s_3213[x],s_3430[x],r_2978,1
s_3213[x],s_3430[x],r_2986,1
s_3213[x],s_3430[x],r_2994,1
s_3213[x],s_3041[x],r_2978,1
s_3213[x],s_3036[x],r_2986,1
s_3213[x],s_3038[x],r_2994,1
s_3214[x],s_3041[x],r_2979,1
s_3214[x],s_3431[x],r_2979,1
s_3214[x],s_3431[x],r_2987,1
s_3214[x],s_3431[x],r_2995,1
s_3214[x],s_3036[x],r_2987,1
s_3214[x],s_3038[x],r_2995,1
s_3214[x],s_3307[h],r_3788,1
s_3212[x],s_3039[x],r_2969,1
s_3212[x],s_3429[x],r_2969,1
s_3212[x],s_3429[x],r_2993,1
s_3212[x],s_3429[x],r_3001,1
s_3212[x],s_3429[x],r_3009,1
s_3212[x],s_3038[x],r_2993,1
s_3212[x],s_3040[x],r_3001,1
s_3212[x],s_3042[x],r_3009,1
s_0968[v],s_0965[c],r_4161,1
s_3547[c],s_0089[c],r_3964,1
s_3547[c],s_3741[c],r_3964,1
s_0089[c],s_3746[c],r_4063,1
s_3741[c],s_3747[c],r_4065,1
s_3549[c],s_0089[c],r_3965,1
s_3549[c],s_3741[c],r_3965,1
s_3549[c],s_3742[c],r_3965,1
s_3742[c],s_3747[c],r_4065,1
s_3709[x],s_0672[c],r_3973,1
s_3743[c],s_3747[c],r_4065,1
s_1293[c],s_0694[c],r_3976,1
s_1293[c],s_3741[c],r_3976,1
s_0694[c],s_3746[c],r_4063,1
s_3710[x],s_1337[c],r_3987,1
s_3711[x],s_1346[c],r_3996,1
s_3740[c],s_3747[c],r_4065,1
s_3712[x],s_1351[c],r_4005,1
s_3713[x],s_1524[c],r_4038,1
s_3029[x],s_3713[x],r_4024,1
s_3029[x],s_3741[c],r_4024,1
s_3029[x],s_3742[c],r_4024,1
s_0178[c],s_0179[m],r_1585,1
s_0178[c],s_1241[c],r_4274,1
s_0181[e],s_0067[e],r_1652,1
s_0181[e],s_0180[c],r_1652,1
s_0398[n],s_0394[c],r_1644,1
s_0067[e],s_0066[c],r_1901,1
s_0434[c],s_0438[n],r_1660,1
s_0434[c],s_2831[x],r_3543,1
s_0662[c],s_0663[w],r_1754,1
s_0526[c],s_0467[c],r_1703,1
s_0526[c],s_3719[c],r_4049,1
s_0587[c],s_0589[c],r_1704,1
s_0582[c],s_0584[c],r_1729,1
s_0529[c],s_2785[x],r_3528,1
s_0666[c],s_3441[x],r_3552,1
s_0666[c],s_3746[c],r_4063,1
s_0681[e],s_0680[c],r_1762,1
s_1107[c],s_3718[c],r_4048,1
s_1208[w],s_1207[c],r_1963,1
s_3746[c],s_1096[c],r_2108,1
s_1096[c],s_0450[c],r_4041,1
s_3747[c],s_1096[c],r_2108,1
s_0531[a],s_0529[c],r_2125,1
s_1073[c],s_2843[a],r_3575,1
s_2877[c],s_2849[a],r_3578,1
s_1454[c],s_2851[a],r_3579,1
s_1262[c],s_2853[a],r_3580,1
s_1479[c],s_2797[x],r_3523,1
s_0816[c],s_2867[q],r_3615,1
s_2800[x],s_1207[c],r_3530,1
s_2820[x],s_1198[c],r_3533,1
s_3108[x],s_0526[c],r_3540,1
s_2833[x],s_0423[c],r_3544,1
s_3183[x],s_1413[c],r_3548,1
s_3500[c],s_3047[a],r_3589,1
s_3502[c],s_3051[a],r_3590,1
s_2840[a],s_0434[c],r_3585,1
s_0672[c],s_3746[c],r_4063,1
s_1337[c],s_3746[c],r_4063,1
s_1346[c],s_3746[c],r_4063,1
s_1351[c],s_3746[c],r_4063,1
s_1524[c],s_3746[c],r_4063,1
s_3717[c],s_0450[c],r_4041,1
s_3718[c],s_0450[c],r_4041,1
s_3719[c],s_0450[c],r_4041,1
s_3720[c],s_0450[c],r_4041,1
s_4205[c],s_0450[c],r_4041,1
s_4206[c],s_0450[c],r_4041,1
s_4182[c],s_0779[c],r_4571,1
s_4182[c],s_4183[c],r_4571,1
s_4183[c],s_4189[c],r_4582,1
s_4189[c],s_0178[c],r_4581,1
s_0687[c],s_4205[c],r_4598,1
s_1475[c],s_4205[c],r_4598,1
s_3714[c],s_4205[c],r_4598,1
s_4209[w],s_4211[w],r_4689,1
s_4209[w],s_4420[w],r_4689,1
s_4225[c],s_4210[w],r_4651,1
s_4210[w],s_4211[w],r_4689,1
s_4210[w],s_4211[w],r_4690,1
s_4210[w],s_4211[w],r_4691,1
s_4210[w],s_4420[w],r_4689,1
s_4210[w],s_4421[w],r_4690,1
s_4210[w],s_4419[w],r_4691,1
s_4211[w],s_4226[c],r_4652,1
s_4226[c],s_4225[c],r_4673,1
s_4226[c],s_4404[c],r_4673,1
s_4401[c],s_1032[c],r_4672,1
s_4404[c],s_1032[c],r_4672,1
s_4405[c],s_4225[c],r_4673,1
s_4405[c],s_4404[c],r_4673,1
s_4420[w],s_4211[w],r_4690,1
s_4420[w],s_4421[w],r_4690,1
s_4421[w],s_4211[w],r_4691,1
s_4421[w],s_4419[w],r_4691,1
s_4419[w],s_4422[e],r_4692,1
